"Zip Code","State","City","Zillow Home Value Index","Median Household Income"
29650,"SC","Greer",220304,1195117
92058,"CA","Oceanside",469229,660839
33756,"FL","Clearwater",198454,865119
98117,"WA","Seattle",816976,1649825
2184,"MA","Braintree",480549,1442755
50265,"IA","West Des Moines",210267,1337403
94583,"CA","San Ramon",965235,3915946
89149,"NV","Las Vegas",292335,1094946
99507,"AK","Anchorage",332138,1422194
17402,"PA","York",184560,1050278
21157,"MD","Westminster",280802,1157341
45458,"OH","Centerville",246154,1461108
23235,"VA","Bon Air",232090,1057116
71106,"LA","Shreveport",142021,1428880
98032,"WA","Kent",367771,822523
98155,"WA","Shoreline",613409,1283164
6066,"CT","Vernon Rockville",181906,901041
91387,"CA","Santa Clarita",551132,1360192
84120,"UT","West Valley City",267197,837103
2446,"MA","Brookline",826117,1826198
93612,"CA","Clovis",219410,528483
36526,"AL","Daphne",181861,927010
77092,"TX","Houston",239760,625561
32084,"FL","Saint Augustine",195071,674492
92102,"CA","San Diego",439263,669994
21113,"MD","Odenton",307602,1163600
30189,"GA","Woodstock",244167,1202929
85379,"AZ","Surprise",242924,890224
31602,"GA","Valdosta",121740,624879
42104,"KY","Bowling Green",199929,798435
66614,"KS","Topeka",139117,890722
50010,"IA","Ames",187067,827731
54901,"WI","Oshkosh",160961,625386
95307,"CA","Ceres",282002,664970
1545,"MA","Shrewsbury",408522,1810612
85257,"AZ","Scottsdale",313850,661018
3820,"NH","Dover",280983,954006
10301,"NY","New York",523976,1090169
85233,"AZ","Gilbert",291599,1140469
84106,"UT","Salt Lake City",352309,883682
34285,"FL","Venice",282280,567491
97322,"OR","Albany",240695,609816
70817,"LA","Baton Rouge",219011,1248172
77074,"TX","Houston",163406,530607
8332,"NJ","Millville",120037,747641
97478,"OR","Springfield",254295,728061
2864,"RI","Cumberland",290375,1201239
90744,"CA","Los Angeles",444759,723299
30033,"GA","North Decatur",318864,1084948
33950,"FL","Punta Gorda",320773,791596
28303,"NC","Fayetteville",105134,701247
54311,"WI","Green Bay",195424,1035907
34109,"FL","Naples",362065,1220115
8807,"NJ","Bridgewater",449257,2016289
51501,"IA","Council Bluffs",93379,578022
80003,"CO","Arvada",364444,860735
11757,"NY","Lindenhurst",329008,1349487
53186,"WI","Waukesha",208757,886230
3104,"NH","Manchester",253656,988336
32250,"FL","Jacksonville Beach",374557,1201460
32812,"FL","Orlando",246114,805491
63010,"MO","Arnold",157299,880193
84096,"UT","Herriman",400684,1000898
44266,"OH","Ravenna",115758,698782
53212,"WI","Milwaukee",124636,437826
72143,"AR","Searcy",121612,678003
20109,"VA","Manassas",277882,872549
22031,"VA","Fairfax",539498,1405302
44221,"OH","Cuyahoga Falls",118385,632588
3102,"NH","Manchester",217485,660620
59801,"MT","Missoula",255301,540475
60504,"IL","Aurora",206546,1068274
33060,"FL","Pompano Beach",220818,689722
44004,"OH","Ashtabula",71927,539383
63109,"MO","Saint Louis",175417,820558
31904,"GA","Columbus",105350,953640
23503,"VA","Norfolk",187744,594211
30087,"GA","Stone Mountain",191577,1076243
94560,"CA","Newark",889989,1358782
98059,"WA","Renton",602525,1512695
63125,"MO","Lemay",132168,663485
34108,"FL","Naples",643830,2455142
27104,"NC","Winston-Salem",202741,1476022
17111,"PA","Lower Paxton",164341,979782
80920,"CO","Colorado Springs",338544,1269896
80031,"CO","Westminster",348032,1156195
30046,"GA","Lawrenceville",171838,602180
75701,"TX","Tyler",128532,763051
91748,"CA","Rowland Heights",662353,1081085
16601,"PA","Altoona",95679,623994
30238,"GA","Jonesboro",102071,520819
99223,"WA","Spokane",284737,1106082
78541,"TX","Edinburg",98670,478002
97404,"OR","Eugene",266328,750086
62234,"IL","Collinsville",118079,813464
84401,"UT","Ogden",212184,649195
23323,"VA","Chesapeake",249998,929927
95128,"CA","San Jose",1191799,1321095
77006,"TX","Houston",466059,1427987
55414,"MN","Minneapolis",278816,458989
11520,"NY","Freeport",366643,1112450
13126,"NY"," Oswego",91078,733498
11590,"NY","Westbury",466303,1567949
44070,"OH","North Olmsted",158697,896081
72762,"AR","Springdale",175520,953578
96792,"HI","Waianae",423907,776935
47802,"IN","Terre Haute",101760,748280
91306,"CA","Los Angeles",566491,922503
19904,"DE","Dover",162419,754608
15212,"PA","Pittsburgh",82380,573926
60586,"IL","Plainfield",229750,1324522
90035,"CA","Los Angeles",1404372,1270733
92591,"CA","Temecula",450969,1064853
33140,"FL","Miami Beach",475722,2111577
92543,"CA","Hemet",203562,359782
37922,"TN","Knoxville",321821,1816879
53151,"WI","New Berlin",261496,1282760
57103,"SD","Sioux Falls",170442,1003932
68521,"NE","Lincoln",172530,703177
6513,"CT","New Haven",124045,596223
35244,"AL","Hoover",281044,1413328
34243,"FL","Sarasota",260236,805692
33462,"FL","Lantana",213059,1231559
94954,"CA","Petaluma",664236,1263282
34491,"FL","Summerfield",178950,567730
42071,"KY","Murray",132225,528480
1841,"MA","Lawrence",235832,562777
59601,"MT","Helena",221869,787701
44601,"OH","Alliance",86557,637559
91607,"CA","Los Angeles",879715,982009
44312,"OH","Akron",99464,683761
88011,"NM","Las Cruces",207939,841846
28358,"NC","Lumberton",82240,520235
63011,"MO","Ballwin",292451,1507012
85746,"AZ","Tucson",155582,586675
24540,"VA","Danville",65599,512990
94534,"CA","Fairfield",525509,1551550
37217,"TN","Nashville",196078,523082
32082,"FL","Ponte Vedra Beach",500741,3038677
98312,"WA","Bremerton",272207,689001
80209,"CO","Denver",702424,1889871
19114,"PA","Philadelphia",196863,762462
43613,"OH","Toledo",87299,609708
8080,"NJ","Washington",244662,1449692
10012,"NY","New York",2540227,2682639
80206,"CO","Denver",658718,1918442
56601,"MN","Bemidji",162208,697398
92374,"CA","Redlands",369262,947575
70806,"LA","Baton Rouge",193263,759635
85138,"AZ","Maricopa",190433,675230
62301,"IL","Quincy",90649,653393
94061,"CA","Redwood City",1679764,1734810
78729,"TX","Jollyville",290623,874669
76248,"TX","Keller",388947,1873231
33029,"FL","Pembroke Pines",420298,1524036
80112,"CO","Centennial",442760,1439716
34208,"FL","Bradenton",173869,576161
7666,"NJ","Teaneck",378589,2071098
47715,"IN","Evansville",135469,701278
1930,"MA","Gloucester",448002,1011475
32205,"FL","Jacksonville",150215,697795
48195,"MI","Southgate",113128,697611
7202,"NJ","Elizabeth",252704,623460
2893,"RI","West Warwick",211397,718418
77381,"TX","The Woodlands",299842,3008742
40218,"KY","Louisville",129418,526246
48312,"MI","Sterling Heights",186540,851454
10801,"NY","New Rochelle",528464,1150008
53719,"WI","Madison",251192,1032542
30014,"GA","Covington",141650,629640
78415,"TX","Corpus Christi",101112,607522
78596,"TX","Weslaco",82733,571536
98031,"WA","East Hill-Meridian",422968,1025593
29301,"SC","Spartanburg",121168,631126
60612,"IL","Chicago",250288,612377
75087,"TX","Rockwall",283793,1234331
30329,"GA","North Druid Hills",396041,888586
54880,"WI","Superior",120624,633469
32578,"FL","Niceville",279765,1100628
67203,"KS","Wichita",95133,517384
53402,"WI","Caledonia",210695,949275
28052,"NC","Gastonia",87581,428708
85023,"AZ","Phoenix",241007,808342
37312,"TN","Cleveland",170738,782435
98683,"WA","Vancouver",365423,1020680
1604,"MA","Worcester",219808,778217
92879,"CA","Corona",431594,984803
95380,"CA","Turlock",281604,628035
37830,"TN","Oak Ridge",131440,835272
34957,"FL","Hutchinson Island South",240273,700347
77520,"TX","Baytown",113646,706390
20815,"MD","Chevy Chase",876049,3438662
92570,"CA","Perris",328752,685887
19606,"PA","Exeter",168351,968864
78610,"TX","Buda",256524,903021
10705,"NY","Yonkers",470471,784554
48313,"MI","Sterling Heights",186601,950873
95134,"CA","San Jose",1056643,1110174
18951,"PA","Richland",265460,1035877
96001,"CA","Redding",254080,777989
6340,"CT"," Groton",205167,756750
46123,"IN","Avon",193554,1133651
72204,"AR","Little Rock",67941,413233
99163,"WA","Pullman",262665,536915
85213,"AZ","Mesa",304586,914928
27511,"NC","Cary",273679,1169701
90048,"CA","Los Angeles",1796951,1459566
34759,"FL","Poinciana",163851,522050
93635,"CA","Los Banos",298241,673686
25801,"WV","Beckley",74398,620854
91311,"CA","Los Angeles",639926,1425854
93619,"CA","Clovis",421746,1442089
96786,"HI","Wahiawa",616118,715729
60007,"IL","Elk Grove Village",251869,1176988
36532,"AL","Fairhope",230175,935402
53132,"WI","Franklin",261869,1322911
97213,"OR","Portland",463102,972044
62002,"IL","Alton",69775,658256
32904,"FL","West Melbourne",238515,755953
33404,"FL","Riviera Beach",194116,934888
45036,"OH","Lebanon",206831,1051745
94531,"CA","Antioch",489158,1169432
90007,"CA","Los Angeles",592737,311779
55433,"MN","Coon Rapids",213136,844778
77354,"TX","The Woodlands",287891,1323583
95695,"CA","Woodland",361104,923167
92703,"CA","Santa Ana",508217,772941
8618,"NJ","Trenton",81087,626626
48642,"MI","Midland",134563,1106850
97233,"OR","Portland",289397,503950
60607,"IL","Chicago",358772,1391706
8723,"NJ","Brick",260331,936943
98203,"WA","Everett",387473,970260
85367,"AZ","Yuma",193864,333184
55418,"MN","Minneapolis",255768,872651
91701,"CA","Rancho Cucamonga",538026,1242548
77706,"TX","Beaumont",166567,1254735
21703,"MD","Frederick",257003,1002923
80017,"CO","Aurora",301994,688333
98002,"WA","Auburn",314759,627204
92240,"CA","Desert Hot Springs",204794,417478
91362,"CA","Thousand Oaks",826986,2703032
94401,"CA","San Mateo",1102012,1254013
60565,"IL","Naperville",373857,2192180
74105,"OK","Tulsa",165633,1363285
92707,"CA","Santa Ana",493639,951233
11040,"NY","North New Hyde Park",644081,1932665
34683,"FL","Palm Harbor",286143,1118937
76006,"TX","Arlington",259993,706903
77571,"TX","La Porte",174227,1007018
30117,"GA","Carrollton",130931,641525
15236,"PA","Whitehall",161730,939715
50310,"IA","Des Moines",157187,782108
28734,"NC","Franklin",144658,428994
76013,"TX","Arlington",198388,831299
30341,"GA","Chamblee",338653,817772
13502,"NY","Utica",99617,557799
58801,"ND","Williston",230438,1388408
95401,"CA","Santa Rosa",523563,859030
60107,"IL","Streamwood",192418,1050469
28031,"NC","Cornelius",296053,1440124
35209,"AL","Homewood",326512,956536
20817,"MD","Bethesda",868181,3769255
14086,"NY","Lancaster",209584,1091542
3038,"NH","Derry",281233,1022186
80027,"CO","Louisville",559788,1577445
78723,"TX","Austin",365040,636412
23059,"VA","Glen Allen",398365,1696091
23832,"VA","Chesterfield",231894,1067060
64068,"MO","Liberty",192374,1069349
33905,"FL","Fort Myers",154056,596781
19152,"PA","Philadelphia",191893,656018
85741,"AZ","Tucson",187932,699921
80010,"CO","Aurora",272152,471046
37814,"TN","Morristown",132003,617254
47304,"IN","Muncie",117925,772409
45150,"OH","Milford",166922,957614
19083,"PA","Havertown",322865,1416286
43214,"OH","Columbus",290595,931517
72653,"AR","Mountain Home",126166,526947
80503,"CO","Longmont",490440,1611047
4103,"ME","Portland",280936,834352
37110,"TN","Mc Minnville",93543,474691
27614,"NC","Raleigh",388553,1903043
2904,"RI","North Providence",208115,656941
7740,"NJ","Long Branch",367343,749840
34104,"FL","Naples",221570,610107
32258,"FL","Jacksonville",241902,921202
94131,"CA","San Francisco",1615545,2236676
55122,"MN","Eagan",261906,1181701
48178,"MI","South Lyon",330612,1238692
92107,"CA","San Diego",974644,1089418
44133,"OH","North Royalton",205632,1064235
20735,"MD","Clinton",290509,1298145
80521,"CO","Fort Collins",353345,554430
55109,"MN","Maplewood",226963,888268
34684,"FL","Palm Harbor",201459,754197
11756,"NY","Levittown",423085,1540228
79416,"TX","Lubbock",134863,756097
6053,"CT","New Britain",148966,619862
11357,"NY","New York",874763,1469576
97209,"OR","Portland",490546,809911
28079,"NC","Indian Trail",242376,879764
48021,"MI","Eastpointe",78892,553998
20746,"MD","Suitland-Silver Hill",229748,672663
63130,"MO","University City",220098,1082865
85339,"AZ","Phoenix",232291,797763
89178,"NV","Las Vegas",294386,911400
33764,"FL","Clearwater",233795,675152
48071,"MI","Madison Heights",131430,590395
39532,"MS","Biloxi",141054,756389
20170,"VA","Herndon",458442,1677463
23321,"VA","Chesapeake",246947,1026049
30161,"GA","Rome",110841,664919
33071,"FL","Coral Springs",375016,1274082
90620,"CA","Buena Park",583594,1168815
95688,"CA","Vacaville",487585,1203887
46033,"IN","Carmel",341227,2265875
45215,"OH","Reading",129826,918813
20783,"MD","Chillum",304170,817732
98926,"WA","Ellensburg",238592,626212
93555,"CA","Ridgecrest",191430,763627
85258,"AZ","Scottsdale",490466,1401990
30342,"GA","Sandy Springs",620867,2176489
97211,"OR","Portland",472233,929736
90068,"CA","Los Angeles",1464093,1365793
50401,"IA","Mason City",89844,698240
27302,"NC","Mebane",177047,668109
78108,"TX","Cibolo",231251,960763
72956,"AR","Van Buren",104794,572156
45103,"OH","Batavia",159028,808530
2816,"RI","Coventry",243054,948282
94014,"CA","Daly City",950173,1230984
72032,"AR","Conway",128389,579585
21136,"MD","Reisterstown",257121,1523899
10305,"NY","New York",508819,1092453
77073,"TX","Houston",153124,678588
98121,"WA","Seattle",629135,1122043
60901,"IL","Kankakee",71437,674797
75077,"TX","Lewisville",305302,1670513
93292,"CA","Visalia",219478,742694
98116,"WA","Seattle",787743,1343838
95835,"CA","Sacramento",401426,1137939
93012,"CA","Camarillo",615061,1593217
32065,"FL","Orange Park",198730,778415
54914,"WI","Appleton",156556,797533
33143,"FL","Glenvar Heights",463457,2029703
91505,"CA","Burbank",757869,1208801
49417,"MI","Grand Haven",197458,904246
92612,"CA","Irvine",727782,1041447
29841,"SC","North Augusta",112423,701183
94561,"CA","Oakley",465808,1023694
85048,"AZ","Phoenix",339833,1558194
95765,"CA","Rocklin",499526,1289446
48640,"MI","Midland",123215,987628
34287,"FL","North Port",156598,407845
84062,"UT","Pleasant Grove",335416,1063880
56401,"MN","Brainerd",158757,651115
98604,"WA","Battle Ground",379141,998757
71112,"LA","Bossier City",133835,666473
92571,"CA","Perris",302138,719282
97214,"OR","Portland",587373,843456
98370,"WA","Poulsbo",411577,945460
19047,"PA","Middletown",348875,1393584
77365,"TX","Porter",207031,832728
90032,"CA","Los Angeles",590537,698457
32301,"FL","Tallahassee",133239,500047
89113,"NV","Las Vegas",277907,932304
3301,"NH","Concord",231015,927217
34113,"FL","Naples",269979,648201
27540,"NC","Holly Springs",301430,1134822
49505,"MI","Grand Rapids",153953,643855
28409,"NC","Wilmington",268353,1140317
71603,"AR","Pine Bluff",66174,567430
92867,"CA","Orange",724745,1562453
91750,"CA","La Verne",654213,1244733
2908,"RI","Providence",192168,567662
93036,"CA","Oxnard",507248,914466
53208,"WI","Milwaukee",125758,451468
46062,"IN","Noblesville",220839,1225507
71270,"LA","Ruston",171157,597864
54401,"WI","Wausau",118029,843708
21742,"MD","Hagerstown",198068,952676
19013,"PA","Chester",31403,362098
94043,"CA","Mountain View",1657193,1843887
20010,"DC","Washington",692919,1036892
33903,"FL","North Fort Myers",149818,427697
42001,"KY","Paducah",148487,877752
60060,"IL","Mundelein",221603,1381533
60659,"IL","Chicago",265896,784140
40245,"KY","Louisville",327420,1617362
38104,"TN","Memphis",194617,662790
23229,"VA","Henrico",287262,1665035
76065,"TX","Midlothian",266065,1051764
93458,"CA","Santa Maria",337837,721815
62025,"IL","Edwardsville",189209,1170752
30542,"GA","Flowery Branch",211011,894026
32541,"FL","Destin",357064,950026
60543,"IL","Oswego",247996,1272066
75230,"TX","Dallas",585482,3680616
94520,"CA","Concord",485116,702129
98144,"WA","Seattle",746149,1153662
91206,"CA","Glendale",816545,988668
30060,"GA","Marietta",147797,540888
33813,"FL","Lakeland Highlands",221348,1194279
37923,"TN","Knoxville",205950,772112
92264,"CA","Palm Springs",364780,576240
49341,"MI","Rockford",257036,1199654
32958,"FL","Sebastian",204235,577138
89521,"NV","Reno",405769,1048621
50322,"IA","Urbandale",195682,1070169
93401,"CA","San Luis Obispo",692003,1020211
50701,"IA","Waterloo",139738,868832
1701,"MA","Framingham",450131,1415895
46544,"IN","Mishawaka",103982,631596
97236,"OR","Portland",307636,605242
60517,"IL","Woodridge",266700,1098702
8820,"NJ","Edison",489455,1986133
74074,"OK","Stillwater",179476,655435
71901,"AR","Hot Springs",126554,550025
60446,"IL","Romeoville",176838,898917
46168,"IN","Plainfield",172311,844981
14304,"NY","Niagara Falls",102947,663877
76132,"TX","Fort Worth",318533,1166424
33334,"FL","Oakland Park",256263,701550
33803,"FL","Lakeland",158723,778806
90807,"CA","Long Beach",642103,1241792
98201,"WA","Everett",333989,628841
37876,"TN","Sevierville",172857,511345
22102,"VA","Mc Lean",488216,3042700
46074,"IN","Westfield",277027,1234466
28056,"NC","Gastonia",174231,853082
2720,"MA","Fall River",248828,622420
73012,"OK","Edmond",214805,1264902
47711,"IN","Evansville",103059,718929
95662,"CA","Orangevale",376818,933145
28211,"NC","Charlotte",454720,2265574
91107,"CA","Pasadena",912933,1581802
65714,"MO","Nixa",166933,786640
33432,"FL","Boca Raton",546016,2566530
60005,"IL","Arlington Heights",293254,1270673
40241,"KY","Louisville",266064,1284561
36303,"AL","Dothan",128604,678699
90012,"CA","Los Angeles",579348,450002
77034,"TX","Houston",142459,561735
78727,"TX","Austin",316841,950429
15227,"PA","Brentwood",123337,740510
32092,"FL","Saint Augustine",282378,1146598
19116,"PA","Philadelphia",233013,748594
19141,"PA","Philadelphia",100283,392648
61107,"IL","Rockford",112732,965039
7731,"NJ","Howell",340717,1341459
20007,"DC","Washington",985092,2647574
34608,"FL","Spring Hill",146680,469828
42141,"KY","Glasgow",104267,549774
2886,"RI","Warwick",228143,941894
34120,"FL","Naples",289267,800051
33990,"FL","Cape Coral",214161,585266
92831,"CA","Fullerton",655923,947425
33823,"FL","Auburndale",157784,540762
77093,"TX","Houston",99524,487352
37803,"TN","Maryville",184815,828479
61614,"IL","Peoria",124440,1054860
85323,"AZ","Avondale",207431,562357
28270,"NC","Charlotte",375483,1478355
89183,"NV","Las Vegas",264663,828031
90806,"CA","Long Beach",525948,653255
1810,"MA"," Andover",629659,2515714
84067,"UT","Roy",224969,760568
14626,"NY"," Greece",140480,865833
77380,"TX","The Woodlands",209661,1611102
14226,"NY","Amherst",170780,1036167
29456,"SC","Ladson",167581,530055
95116,"CA","San Jose",743642,845533
90063,"CA","East Los Angeles",447926,580702
15146,"PA","Monroeville",137016,887584
77566,"TX","Lake Jackson",190257,1108178
60101,"IL","Addison",227309,942905
21227,"MD","Halethorpe",204490,753006
93905,"CA","Salinas",380407,838801
42003,"KY","Paducah",110451,545485
2150,"MA","Chelsea",364855,612311
92065,"CA","Ramona",532332,1123728
36832,"AL","Auburn",216200,289985
93001,"CA","Ventura",661650,932602
85014,"AZ","Phoenix",274802,641567
76131,"TX","Fort Worth",199028,809370
24073,"VA","Christiansburg",178639,679925
58501,"ND","Bismarck",217955,837149
34134,"FL","Bonita Springs",465515,1624854
98444,"WA","Parkland",249143,506353
1020,"MA","Chicopee",186842,668041
22701,"VA","Culpeper",235248,809252
90001,"CA","Florence-Graham",360790,527457
7109,"NJ","Belleville",278915,936517
87107,"NM","Albuquerque",185827,855850
14424,"NY"," Canandaigua",184908,831225
68506,"NE","Lincoln",172247,840227
66049,"KS","Lawrence",235444,951941
94952,"CA","Petaluma",799449,1246902
40502,"KY","Lexington",333857,1282992
84403,"UT","Ogden",234738,888511
30030,"GA","Decatur",513841,1187462
92629,"CA","Dana Point",933518,1494878
90033,"CA","Los Angeles",463540,444025
75252,"TX","Dallas",384557,1154475
79915,"TX","El Paso",84756,410306
95661,"CA","Roseville",474976,1104688
27804,"NC","Rocky Mount",129368,639716
43420,"OH","Fremont",101659,662345
95209,"CA","Stockton",342489,909971
40511,"KY","Lexington",159172,679035
85143,"AZ","San Tan Valley",202440,589250
86001,"AZ","Flagstaff",358673,678660
91790,"CA","West Covina",542908,934451
48152,"MI","Livonia",204524,1052777
80601,"CO","Brighton",336675,824028
94133,"CA","San Francisco",1416859,1630394
92113,"CA","San Diego",394953,515737
84003,"UT","American Fork",370536,1271328
22630,"VA","Front Royal",202257,761269
31204,"GA","Macon",54654,447150
19426,"PA","Upper Providence",353158,1758140
92806,"CA","Anaheim",616276,861163
12203,"NY","Albany",202424,960540
10550,"NY","Mount Vernon",305287,645261
91104,"CA","Pasadena",817217,1058888
22203,"VA","Arlington",574377,1144701
30312,"GA","Atlanta",323329,564265
55311,"MN","Maple Grove",363001,1880361
77340,"TX","Huntsville",185521,463839
81005,"CO","Pueblo",160717,673143
19136,"PA","Philadelphia",147036,649528
33351,"FL","Sunrise",220074,707086
29642,"SC","Easley",186264,797106
54016,"WI","Hudson",306375,1297545
20877,"MD","Gaithersburg",355535,929050
33770,"FL","Largo",204037,599725
32168,"FL","New Smyrna Beach",211755,649159
90220,"CA","Compton",395218,665118
77382,"TX","The Woodlands",331163,2861958
59105,"MT","Billings",235864,839034
26301,"WV","Clarksburg",70772,563952
11779,"NY","Ronkonkoma",320654,1209888
30068,"GA","Marietta",416908,1904676
68134,"NE","Omaha",147708,617058
95482,"CA","Ukiah",350407,610831
23505,"VA","Norfolk",198556,663347
21239,"MD","Baltimore",137831,568574
94526,"CA","Danville",1251084,2771770
28752,"NC","Marion",119932,461997
34990,"FL","Palm City",361901,1412065
30308,"GA","Atlanta",251402,671892
61821,"IL","Champaign",117509,844400
60532,"IL","Lisle",290912,1182184
29550,"SC","Hartsville",75873,590147
77477,"TX","Stafford",188922,754572
36535,"AL","Foley",147672,466683
43560,"OH","Sylvania",188548,1341944
55404,"MN","Minneapolis",218442,385897
27205,"NC","Asheboro",130063,681440
19026,"PA","Drexel Hill",164213,979516
48174,"MI","Romulus",111691,598641
94941,"CA","Mill Valley",1514802,3335729
21842,"MD","Ocean City",256662,366613
74820,"OK","Ada",93607,569058
44281,"OH","Wadsworth",179039,981822
76227,"TX","Aubrey",234752,777626
68025,"NE","Fremont",136130,729132
95820,"CA","Sacramento",264385,524864
98499,"WA","Lakewood",279375,583932
95301,"CA","Atwater",256245,657851
29349,"SC","Inman",156245,635098
33317,"FL","Plantation",295826,973300
29715,"SC","Fort Mill",231549,883827
46142,"IN","Greenwood",176873,911173
60174,"IL","Saint Charles",270648,1414655
30005,"GA","Alpharetta",435551,1789640
92203,"CA","Indio",339222,728834
55432,"MN","Fridley",212497,757423
80111,"CO","Greenwood Village",619153,2257408
11105,"NY","New York",829561,1011364
23518,"VA","Norfolk",203057,685427
53216,"WI","Milwaukee",75084,445751
95382,"CA","Turlock",339097,885626
62703,"IL","Springfield",52544,484667
60046,"IL","Lindenhurst",196034,1317319
80120,"CO","Littleton",427411,980276
3060,"NH","Nashua",246155,639127
29455,"SC","Charleston",387445,908125
30265,"GA","Newnan",224446,1006962
77304,"TX","Conroe",214273,880075
77351,"TX","West Livingston",139506,539988
27253,"NC","Graham",145838,562148
98168,"WA","Burien",396802,717565
90038,"CA","Los Angeles",987511,458736
21212,"MD","Baltimore",255236,1340687
96740,"HI","Kailua Kona",509813,703582
43220,"OH","Upper Arlington",273353,1250481
37206,"TN","Nashville",348121,615579
95361,"CA","Oakdale",366364,858418
93245,"CA","Lemoore",235716,714847
75238,"TX","Dallas",389139,1010897
10465,"NY","New York",474037,1082818
95945,"CA","Grass Valley",354579,557647
34689,"FL","Tarpon Springs",238639,643964
95407,"CA","Santa Rosa",521444,687535
52601,"IA","Burlington",80515,665316
85203,"AZ","Mesa",246645,688905
91789,"CA","Walnut",779420,1602046
67846,"KS","Garden City",150477,817132
58601,"ND","Dickinson",246515,1086219
44106,"OH","Cleveland",105953,567855
69101,"NE","North Platte",138164,684533
75051,"TX","Grand Prairie",138474,503553
85268,"AZ","Fountain Hills",389300,1007715
33069,"FL","Pompano Beach",152427,515838
76543,"TX","Killeen",83309,422554
60652,"IL","Chicago",174329,875434
24012,"VA","Roanoke",121277,537638
80907,"CO","Colorado Springs",256739,647747
19138,"PA","Philadelphia",115105,473476
90230,"CA","Culver City",977799,1184440
44515,"OH","Austintown",94049,586351
97420,"OR","Coos Bay",179967,467997
5401,"VT","Burlington",342681,713631
90242,"CA","Downey",523569,796279
63108,"MO","Saint Louis",287391,780141
29406,"SC","North Charleston",134754,386121
98662,"WA","Five Corners",298264,783896
49426,"MI","Hudsonville",219070,1034683
89135,"NV","Las Vegas",420841,2083617
46825,"IN","Fort Wayne",135383,713732
48236,"MI","Grosse Pointe Woods",282680,2002636
11364,"NY","New York",870844,1116336
30078,"GA","Snellville",195705,955965
32080,"FL","Saint Augustine",334906,921041
98030,"WA","Kent",398667,755892
40503,"KY","Lexington",182439,738612
32277,"FL","Jacksonville",168736,581472
80917,"CO","Colorado Springs",250924,632627
84065,"UT","Riverton",404444,1104109
37664,"TN","Kingsport",135256,692584
96813,"HI","Honolulu",632530,961457
20901,"MD","Silver Spring",439212,1310525
15102,"PA","Bethel Park",194583,1092627
55118,"MN","West Saint Paul",244438,1222962
2118,"MA","Boston",866415,1561769
78628,"TX","Georgetown",311855,1207741
92270,"CA","Rancho Mirage",482693,887270
70068,"LA","La Place",140929,700644
97520,"OR","Ashland",461390,764442
80260,"CO","Thornton",308242,490108
28560,"NC","New Bern",131053,557210
29212,"SC","Columbia",156446,899883
91773,"CA","San Dimas",616838,1163675
96002,"CA","Redding",243903,625863
91711,"CA","Claremont",689222,1457108
17522,"PA","Ephrata",200094,798788
33055,"FL","Miami Gardens",251702,618384
32086,"FL","Saint Augustine",222946,634652
32405,"FL","Panama City",167205,650692
99508,"AK","Anchorage",270062,845538
60525,"IL","La Grange",323687,1526467
85392,"AZ","Avondale",233323,788725
97304,"OR","Salem",308337,865592
73703,"OK","Enid",141182,942221
98290,"WA","Snohomish",501302,1120012
32607,"FL","Gainesville",171963,608583
65536,"MO","Lebanon",118362,476203
91754,"CA","Monterey Park",668073,883547
74403,"OK","Muskogee",78912,558609
63128,"MO","Concord",243354,1197739
76903,"TX","San Angelo",83504,519144
91355,"CA","Santa Clarita",575346,1330217
19154,"PA","Philadelphia",211030,849246
52761,"IA","Muscatine",130383,756702
92807,"CA","Anaheim",715832,1732736
78539,"TX","Edinburg",140281,667021
32909,"FL","Palm Bay",173324,564486
8016,"NJ","Burlington",204209,934414
48603,"MI","Saginaw",126342,745868
48067,"MI","Royal Oak",247434,971871
55343,"MN","Hopkins",250555,913579
10573,"NY","Port Chester",600640,1664796
52501,"IA","Ottumwa",70323,585375
49546,"MI","Cascade",294715,1480994
34986,"FL","Port Saint Lucie",238989,809156
54302,"WI","Green Bay",119003,549441
77550,"TX","Galveston",175725,468216
60169,"IL","Hoffman Estates",231777,914435
2062,"MA","Norwood",454135,1136617
2136,"MA","Boston",415927,804839
23606,"VA","Newport News",226521,800057
21144,"MD","Severn",341442,1151811
19713,"DE","Newark",209337,751660
48322,"MI","West Bloomfield",280292,1488727
47274,"IN","Seymour",130058,738212
95120,"CA","San Jose",1649992,2893040
29582,"SC","North Myrtle Beach",226208,458526
98513,"WA","Lacey",279388,849453
85050,"AZ","Phoenix",344098,1158598
97355,"OR","Lebanon",212527,533952
91001,"CA","Altadena",829951,1465449
16602,"PA","Altoona",89728,563199
64119,"MO","Kansas City",143238,758407
19151,"PA","Philadelphia",134892,552771
94588,"CA","Pleasanton",1017883,1971410
29640,"SC","Easley",133138,526962
20706,"MD","Lanham Seabrook",292615,993860
46342,"IN","Hobart",138437,758867
45459,"OH","Centerville",205979,1183736
80026,"CO","Lafayette",459258,1099449
29609,"SC","Greenville",201020,715780
45005,"OH","Franklin",133401,642622
23453,"VA","Virginia Beach",226932,780804
53562,"WI","Middleton",362270,1413177
70809,"LA","Baton Rouge",215182,1181176
37072,"TN","Goodlettsville",227482,781202
89107,"NV","Las Vegas",191372,767115
46151,"IN","Martinsville",142003,746598
53142,"WI","Kenosha",173624,907049
46217,"IN","Indianapolis",147579,832866
14127,"NY"," Orchard Park",233998,1508082
